"data_input","input_id","type","drug","input_markers"
"rna","solid_GSK525762A","solid","GSK525762A","LRRK2.IN.1.st-epigallocatechin.3.monogallate.st-Cisplatin.st-BIBW2992.st-neratinib.st-AZD0530.st-Compound.23.citrate.st-Midostaurin.st-Lisitinib.st-spautin.1.st-quizartinib.st-BX.795.st-Bleomycin.st-JQ12.st-SMER.3.st"
"rna","solid_GSK690693","solid","GSK690693","GSK690693.st-lapatinib.st-WZ8040.st-Doxorubicin.st-Erlotinib.st-BIBW2992.st-HG.6.64.1.st-AZD0530.st-SCH.79797.st-rigosertib.st-cucurbitacin.I.st-ETP.46464.st-CAY10603.st-Parthenolide.st-GMX.1778.st-NVP.BEZ235.st-prima.1.st-necrosulfonamide.st-cabozantinib.st-dabrafenib.st-fluvastatin.st-GSK269962A.st-tandutinib.st-PIK.93.st-cediranib.st-MP470.st-Pazopanib.st-spautin.1.st-THZ.2.49.st-GSK2636771.st-Rapamycin.st-vincristine.st-AS605240.st-DBeQ.st-NSC.207895.st"
"rna","solid_GW.2580","solid","GW.2580","apicidin.st-GSK1120212.st-DBeQ.st-pluripotin.st-bardoxolone.methyl.st-fluvastatin.st-ZSTK474.st-KX2.391.st-Panobinostat.st-TKI258.st-MP470.st-GSK.650394.st-Epothilone.B.st-barasertib.st-Ispinesib.Mesylate.st-OSU.03012.st-LAQ824.st-paclitaxel.st-Methotrexate.st-QS11.st-FH535.st-X5.FU.st-BYL.719.st-Tipifarnib.st"
"rna","solid_GW.405833","solid","GW.405833","Vandetanib.st-SCH.529074.st-epigallocatechin.3.monogallate.st-Merck60.st-NVP.BSK805.st-FQI.2.st-tosedostat.st-barasertib.st-Gefitinib.st-GSK.3.inhibitor.IX.st-AZD0530.st-Bleomycin.st-Irinotecan.st-SN.38.st-JQ12.st-CX.5461.st-birinapant.st-CI.1040.st"
"rna","solid_GW843682X","solid","GW843682X","GW843682X.st-MLN4924.st-BMS.754807.st-TW.37.st-AM.580.st-EKB.569.st-NVP.ADW742.st-FK866.st-AZD8055.st-AS601245.st-AEW541.st-cucurbitacin.I.st-NVP.BEZ235.st-SB52334.st"
"rna","solid_HC.067047","solid","HC.067047","NSC632839.st-canertinib.st-PF.184.st-ABT.263.st-TW.37.st-NVP.231.st-tamatinib.st-TKI258.st-Bleomycin.st-MP470.st-omacetaxine.mepesuccinate.st-alvocidib.st-GSK.650394.st-FK866.st"
"rna","solid_HG.6.64.1","solid","HG.6.64.1","shikonin.st-FH535.st-LAQ824.st-HG.6.64.1.st-Obatoclax.Mesylate.st-GSK690693.st-JNK.9L.st-Epothilone.B.st-thapsigargin.st-triptolide.st-isoevodiamine.st-MK.2206.st-parbendazole.st-I.BET151.st-Rapamycin.st-ZSTK474.st"
"rna","solid_hyperforin","solid","hyperforin","canertinib.st-GSK2126458.st-hyperforin.st-QL.X.138.st-tamatinib.st-WZ8040.st-GSK690693.st-ISOX.st-MP470.st-SB52334.st-GSK.1904529A.st-BAY.61.3606.st-AS601245.st-AP.24534.st-Topotecan.st"
"rna","solid_I.BET.762","solid","I.BET.762","I.BET.762.st-PF.573228.st-AT.7519.st-Ch.55.st-X5.FU.st-TG.101348.st-BI.2536.st-temsirolimus.st-UNC0638.st-JQ.1.st-ciclopirox.st-KU.0063794.st-AZD.7545.st-austocystin.d.st-ibrutinib.st-FH535.st-LBW242.st"
"rna","solid_I.BET151","solid","I.BET151","I.BET151.st-AZD4547.st-MK.2206.st-PD318088.st-Cisplatin.st-cucurbitacin.I.st-ISOX.st-LBW242.st-TKI258.st-Epothilone.B.st-shikonin.st-SB52334.st-paclitaxel.st-alvocidib.st-Tipifarnib.st-omacetaxine.mepesuccinate.st-GSK429286A.st-Docetaxel.st-HG.6.64.1.st"
"rna","solid_Imatinib","solid","Imatinib","RAF265.st-alisertib.st-Vandetanib.st-MK.1775.st-nakiterpiosin.st-pazopanib.st-TG.101348.st-OSI.027.st-AZD7762.st-hyperforin.st-Elesclomol.st-JQ12.st-PD.0332991.st-birinapant.st-AP.24534.st-Mitomycin.C.st-Vinorelbine.st-CD.437.st"
"rna","solid_importazole","solid","importazole","TW.37.st-salermide.st-NSC632839.st-silmitasertib.st-tamatinib.st-triptolide.st-PF.573228.st-Topotecan.st-AKT.inhibitor.VIII.st-PF.3758309.st-AZD8055.st-SB52334.st-cucurbitacin.I.st-FK866.st"
"rna","solid_indisulam","solid","indisulam","erastin.st-SNS.032.st-LY317615.st-AEW541.st-indisulam.st-PF.3758309.st-dinaciclib.st-THZ.2.102.1.st-GW.441756.st-JQ.1.st-SB.431542.st-SMER.3.st-Irinotecan.st-GW843682X.st-JQ12.st-X3.Cl.AHPC.st-SN.38.st"
"rna","solid_IPA.3","solid","IPA.3","etoposide.st-SB52334.st-TKI258.st-Tipifarnib.st-TW.37.st-MLN4924.st-Gefitinib.st-KPT185.st-LE.135.st-WZ4002.st-Parthenolide.st-BX.795.st-I.BET151.st-cucurbitacin.I.st"
"rna","solid_Irinotecan","solid","Irinotecan","Irinotecan.st-JQ12.st-Gemcitabine.st-MLN2238.st-SN.38.st-GSK.1904529A.st-Bryostatin.1.st-CAY10618.st-Mitomycin.C.st-NVP.BEZ235.st-PF.562271.st-LE.135.st-LFM.A13.st-CD.437.st-necrosulfonamide.st-indisulam.st-barasertib.st-SCH.529074.st-temsirolimus.st-PF.184.st-TG.101348.st-ABT.263.st-NVP.BSK805.st-LY317615.st-GW.441756.st-JW.7.24.1.st-KU.0060648.st-neratinib.st-FQI.2.st-epigallocatechin.3.monogallate.st-Cytarabine.st-canertinib.st-AZD0530.st-NVP.ADW742.st-QL.XII.47.st-BIBW2992.st"
"rna","solid_isoevodiamine","solid","isoevodiamine","YM201636.st-nakiterpiosin.st-OSI.027.st-SID.26681509.st-AZD7762.st-isoevodiamine.st-NSC632839.st-Vinorelbine.st-QS11.st-Bleomycin.st-PD.0332991.st-GSK.650394.st-Methotrexate.st-X17.AAG.st"
"rna","solid_ISOX","solid","ISOX","hyperforin.st-KU.0060648.st-canertinib.st-NVP.BSK805.st-AT.7519.st-PHA.793887.st-GSK2126458.st-WZ8040.st-Bleomycin.st-MP470.st-GSK.1904529A.st-BAY.61.3606.st-phenformin.st-AP.24534.st-GSK.650394.st"
"rna","solid_Ispinesib Mesylate","solid","Ispinesib Mesylate","epigallocatechin.3.monogallate.st-Ispinesib.Mesylate.st-Obatoclax.Mesylate.st-EKB.569.st-NVP.ADW742.st-shikonin.st-Tipifarnib.st-etoposide.st-KU.0063794.st-Doxorubicin.st-alvocidib.st-Gefitinib.st-BIBW2992.st-thapsigargin.st-NSC.207895.st-Parthenolide.st-PIK.93.st-cabozantinib.st-RDEA119.st-momelotinib.st-WZ4002.st-BX.795.st-NVP.BEZ235.st-AZD4547.st-dabrafenib.st-fluvastatin.st-I.BET151.st-Topotecan.st-VX.11e.st-LE.135.st"
"rna","solid_JNJ.26854165","solid","JNJ.26854165","WZ8040.st-BIBW2992.st-GSK.3.inhibitor.IX.st-GSK2126458.st-NVP.231.st-Bosutinib.st-EKB.569.st-Merck60.st-neratinib.st-Gefitinib.st-PF.184.st-BX.795.st-SN.38.st-Topotecan.st-spautin.1.st-NSC.207895.st-Parthenolide.st-Bleomycin.st"
"rna","solid_JNK.9L","solid","JNK.9L","JNK.9L.st-BAY.61.3606.st-Vinorelbine.st-Bleomycin.st-Lisitinib.st-etoposide.st-PF.562271.st-AUY922.st-LFM.A13.st-Tipifarnib.st-shikonin.st-alvocidib.st-AKT.inhibitor.VIII.st-AM.580.st-nakiterpiosin.st-HBX.41108.st-FQI.2.st-VX.11e.st-SID.26681509.st-triptolide.st"
"rna","solid_JQ.1","solid","JQ.1","JQ.1.st-narciclasine.st-PF.573228.st-WZ8040.st-LBW242.st-Vorinostat.st-Obatoclax.Mesylate.st-KU.0060648.st-Compound.23.citrate.st-PF.184.st-Bleomycin.st-VX.11e.st-Topotecan.st-Irinotecan.st-I.BET151.st-FK866.st-JW.7.24.1.st"
"rna","solid_JQ12","solid","JQ12","JQ12.st-AP.24534.st-GSK.1904529A.st-Gemcitabine.st-PF.562271.st-Midostaurin.st-CAY10618.st-AT.7519.st-hyperforin.st-QL.X.138.st-alisertib.st-temsirolimus.st-indisulam.st-PHA.793887.st-Ch.55.st-MK.1775.st"
"rna","solid_JW.7.24.1","solid","JW.7.24.1","QL.XII.47.st-JW.7.24.1.st-QL.X.138.st-VX.11e.st-OSI.027.st-alisertib.st-AT.7519.st-Camptothecin.st-Gemcitabine.st-quizartinib.st-MLN2238.st-Mitomycin.C.st-Bryostatin.1.st-LFM.A13.st-PF.562271.st"
"rna","solid_KIN001.055","solid","KIN001.055","HG.6.64.1.st-Erlotinib.st-neratinib.st-thapsigargin.st-BIBW2992.st-Gefitinib.st-PI.103.st-lapatinib.st-AT13387.st-Merck60.st-AZD0530.st-Doxorubicin.st-LAQ824.st-shikonin.st-leptomycin.B.st-Obatoclax.Mesylate.st-oligomycin.a.st-embelin.st-OSU.03012.st-Ispinesib.Mesylate.st-tandutinib.st-DMOG.st-Panobinostat.st-AZD4547.st-I.BET151.st-dabrafenib.st-cabozantinib.st"
"rna","solid_KIN001.102","solid","KIN001.102","KIN001.102.st-GSK1070916.st-Genentech.Cpd.10.st-CP466722.st-KIN001.244.st-SCH.529074.st-BIRB.0796.st-BMS.345541.st-marinopyrrole.A.st-TPCA.1.st-LY317615.st-AS605240.st-ABT.263.st-I.BET.762.st-PF.184.st-TG.101348.st-FK866.st-KU.0060648.st-Sunitinib.st-MK.2206.st-oligomycin.a.st-MLN4924.st-AZD.7545.st-Epothilone.B.st-Vinorelbine.st-CX.5461.st-austocystin.d.st"
"rna","solid_KIN001.244","solid","KIN001.244","KIN001.244.st-KIN001.102.st-BMS.345541.st-TPCA.1.st-CEP.701.st-CP466722.st-Genentech.Cpd.10.st-AS601245.st-simvastatin.st-YM201636.st-NG.25.st-I.BET.762.st-Pazopanib.st-GSK1070916.st-TG.101348.st-PD318088.st-AT7867.st-importazole.st-tipifarnib.st-ABT.263.st-lovastatin.st-AR.42.st-PF.184.st-BX.912.st-FK866.st-foretinib.st-MK.2206.st-pazopanib.st-X17.AAG.st-CR.1.31B.st-AA.COCF3.st-LBW242.st-PD.0332991.st-ibrutinib.st-austocystin.d.st-Bryostatin.1.st-TAE684.st-BYL.719.st-SR.II.138A.st-ZM.447439.st-brefeldin.A.st-Mitomycin.C.st-AT13387.st-lapatinib.st"
"rna","solid_KIN001.260","solid","KIN001.260","AS601245.st-KIN001.102.st-LY317615.st-GSK1070916.st-CP466722.st-TPCA.1.st-BMS.345541.st-JW.7.24.1.st-LE.135.st-CR.1.31B.st-ibrutinib.st-X17.AAG.st-MLN2238.st-BX.795.st-KPT185.st"
"rna","solid_KIN001.266","solid","KIN001.266","XL.184.st-foretinib.st-BMS.345541.st-Topotecan.st-NG.25.st-birinapant.st-Genentech.Cpd.10.st-BHG712.st-GSK1070916.st-TPCA.1.st-simvastatin.st-CP466722.st-CUDC.101.st-SB52334.st-TAE684.st-BYL.719.st-ZM.447439.st-X17.AAG.st-Vinorelbine.st-brefeldin.A.st-Cetuximab.st"
"rna","solid_KU 0060648","solid","KU 0060648","KU.0060648.st-NVP.BSK805.st-TG.101348.st-WZ8040.st-PHA.793887.st-alisertib.st-SID.26681509.st-Gefitinib.st-hyperforin.st-SCH.529074.st-BAY.61.3606.st-Bleomycin.st-GSK.1904529A.st-SB52334.st-JQ12.st-PF.562271.st-AP.24534.st"
"rna","solid_KU.0063794","solid","KU.0063794","Vandetanib.st-KU.0063794.st-GSK.3.inhibitor.IX.st-erastin.st-tosedostat.st-AEW541.st-SCH.529074.st-NVP.BSK805.st-SB.431542.st-Vinorelbine.st-Bleomycin.st-BAY.61.3606.st-SN.38.st-CD.437.st-GSK.1904529A.st"
"rna","solid_KU.60019","solid","KU.60019","KU.0060648.st-NVP.BSK805.st-PF.184.st-WZ8040.st-ABT.263.st-SCH.529074.st-Gefitinib.st-TG.101348.st-GSK.3.inhibitor.IX.st-NVP.231.st-SID.26681509.st-YM201636.st-NVP.ADW742.st-Bleomycin.st-Irinotecan.st-MP470.st-LFM.A13.st-BAY.61.3606.st-SB.431542.st-SMER.3.st"
"rna","solid_KW.2449","solid","KW.2449","Sunitinib.st-GSK1070916.st-dacarbazine.st-KIN001.102.st-BMS.345541.st-NSC23766.st-CP466722.st-Genentech.Cpd.10.st-NG.25.st-KIN001.244.st-CEP.701.st-marinopyrrole.A.st-STF.31.st-Pazopanib.st-WP1130.st-I.BET.762.st-TPCA.1.st-GSK1059615.st-ML210.st-austocystin.d.st-X17.AAG.st-AA.COCF3.st-ibrutinib.st-oligomycin.a.st-SR.II.138A.st-AT13387.st-GSK.650394.st-Methotrexate.st-QS11.st"
"rna","solid_KX2.391","solid","KX2.391","KX2.391.st-prima.1.st-RAF265.st-nakiterpiosin.st-fluvastatin.st-Rapamycin.st-Sunitinib.st-rigosertib.st-belinostat.st-ISOX.st-ZSTK474.st-parbendazole.st-pluripotin.st-triazolothiadiazine.st-AT7867.st-CAY10603.st-THZ.2.49.st-cucurbitacin.I.st-ouabain.st-PIK.93.st-dabrafenib.st-purmorphamine.st-pazopanib.st-SB.743921.st-PD318088.st-foretinib.st-cabozantinib.st-XL.184.st-AUY922.st-Vinorelbine.st-BAY.61.3606.st-Epothilone.B.st-JNK.9L.st-Methotrexate.st-GSK.650394.st"
"rna","solid_lapatinib","solid","lapatinib","lapatinib.st-phenformin.st-BIBW2992.st-LRRK2.IN.1.st-Erlotinib.st-Methotrexate.st-SCH.79797.st-X17.AAG.st-WZ8040.st-TAE684.st-AZD0530.st-austocystin.d.st-CR.1.31B.st-SR.II.138A.st-AA.COCF3.st-QS11.st-neratinib.st-CAY10603.st-GSK2636771.st-cucurbitacin.I.st-rigosertib.st-simvastatin.st-CUDC.101.st-spautin.1.st-ML162.st-Pazopanib.st-CX.5461.st-tandutinib.st-Parthenolide.st-prima.1.st-foretinib.st-BX.912.st-THZ.2.49.st-NSC.207895.st-cediranib.st-ML210.st-GSK269962A.st-AT7867.st-NG.25.st-CEP.701.st-lovastatin.st-WZ3105.st-fluvastatin.st-necrosulfonamide.st-tipifarnib.st-AR.42.st-cabozantinib.st"
"rna","solid_LAQ824","solid","LAQ824","LAQ824.st-LBW242.st-Vinorelbine.st-Epothilone.B.st-BAY.61.3606.st-FH535.st-AUY922.st-JNK.9L.st-AA.COCF3.st-PD.0332991.st-TKI258.st-MK.2206.st-parbendazole.st-VX.11e.st-pazopanib.st-triazolothiadiazine.st-KIN001.102.st-OSI.027.st-PD318088.st-XL.184.st-pluripotin.st-KIN001.244.st-CP466722.st-Genentech.Cpd.10.st-belinostat.st-AZD7762.st-silmitasertib.st-tipifarnib.st-BX.912.st-lovastatin.st-I.BET.762.st-simvastatin.st-Elesclomol.st-foretinib.st-ISOX.st-tandutinib.st-ZSTK474.st-AR.42.st-AT7867.st-ouabain.st-prima.1.st"
"rna","solid_LE.135","solid","LE.135","LE.135.st-BX.795.st-Irinotecan.st-KPT185.st-silmitasertib.st-CI.1040.st-SN.38.st-epigallocatechin.3.monogallate.st-barasertib.st-AS601245.st-BMS.754807.st-BAY.61.3606.st-EKB.569.st-BIBW2992.st"
"rna","solid_lenvatinib","solid","lenvatinib","KIN001.102.st-Genentech.Cpd.10.st-phloretin.st-TG.101348.st-NVP.BSK805.st-PF.184.st-SNS.032.st-PD.0332991.st-ibrutinib.st-QS11.st-X17.AAG.st-BYL.719.st-LE.135.st-Vinorelbine.st"
"rna","solid_leptomycin B","solid","leptomycin B","AZD0530.st-SCH.79797.st-Erlotinib.st-Compound.23.citrate.st-neratinib.st-BIBW2992.st-Merck60.st-AT13387.st-SR.II.138A.st-Bosutinib.st-embelin.st-lapatinib.st-PI.103.st-TAE684.st-leptomycin.B.st-Doxorubicin.st-NSC.207895.st-Midostaurin.st-momelotinib.st-birinapant.st-NVP.BEZ235.st-SN.38.st-cabozantinib.st-Parthenolide.st-spautin.1.st-vincristine.st-necrosulfonamide.st-THZ.2.49.st-cediranib.st-RDEA119.st-DBeQ.st-DMOG.st-tandutinib.st-Pazopanib.st-GSK2636771.st-ML162.st-salermide.st-UNC0638.st"
"rna","solid_LFM.A13","solid","LFM.A13","LFM.A13.st-Lisitinib.st-AEW541.st-PF.562271.st-Bleomycin.st-brefeldin.A.st-CAY10618.st-oligomycin.a.st-VX.11e.st-FQI.2.st-AM.580.st-Topotecan.st-YM201636.st-GW843682X.st"
"rna","solid_linifanib","solid","linifanib","WZ8040.st-KU.0060648.st-PF.573228.st-apicidin.st-GSK690693.st-YM201636.st-PF.184.st-MP470.st-ouabain.st-Bleomycin.st-GSK269962A.st-AS601245.st-ibrutinib.st-LFM.A13.st"
"rna","solid_Lisitinib","solid","Lisitinib","Lisitinib.st-PF.562271.st-JNK.9L.st-LFM.A13.st-Bleomycin.st-BX.795.st-avicin.D.st-AM.580.st-triptolide.st-FQI.2.st-YM201636.st-X3.Cl.AHPC.st-Cisplatin.st-GW843682X.st"
"rna","solid_LY.2183240","solid","LY.2183240","FQI.2.st-TG.101348.st-MK.1775.st-MLN4924.st-SID.26681509.st-AM.580.st-PHA.793887.st-RAF265.st-GW843682X.st-NVP.BSK805.st-PF.562271.st-Bleomycin.st-Mitomycin.C.st-BAY.61.3606.st-LFM.A13.st-GSK.1904529A.st-PD.0332991.st"
"rna","solid_LY317615","solid","LY317615","LY317615.st-GSK690693.st-WZ8040.st-GSK2126458.st-NVP.ADW742.st-Bosutinib.st-ciclopirox.st-BIRB.0796.st-ETP.46464.st-rigosertib.st-Topotecan.st-prima.1.st-SN.38.st-AZD.7545.st-CX.5461.st"
"rna","solid_masitinib","solid","masitinib","nakiterpiosin.st-SID.26681509.st-PHA.793887.st-MK.1775.st-AZD7762.st-Elesclomol.st-OSI.027.st-pazopanib.st-RAF265.st-AT.7519.st-belinostat.st-marinopyrrole.A.st-triazolothiadiazine.st-Rapamycin.st-Bleomycin.st-BAY.61.3606.st-Vinorelbine.st-PD.0332991.st-JNK.9L.st-JQ12.st-AKT.inhibitor.VIII.st-Lisitinib.st-Cetuximab.st-AUY922.st-Mitomycin.C.st"
"rna","solid_Mdivi.1","solid","Mdivi.1","epigallocatechin.3.monogallate.st-barasertib.st-Cytarabine.st-FH535.st-MLN4924.st-AZD0530.st-Gefitinib.st-SCH.79797.st-Merck60.st-BMS.754807.st-EKB.569.st-neratinib.st-Erlotinib.st-NVP.BEZ235.st-NSC.207895.st-CI.1040.st-PF.562271.st-Irinotecan.st-JQ12.st-Parthenolide.st-DBeQ.st-LE.135.st-CAY10603.st-GSK2636771.st"
"rna","solid_Merck60","solid","Merck60","Merck60.st-epigallocatechin.3.monogallate.st-LRRK2.IN.1.st-Vorinostat.st-GSK.3.inhibitor.IX.st-HBX.41108.st-SR.II.138A.st-CX.5461.st-BX.795.st-X5.FU.st-SN.38.st-salermide.st-avicin.D.st-CI.1040.st"
"rna","solid_MGCD.265","solid","MGCD.265","Vorinostat.st-GSK.3.inhibitor.IX.st-WZ4002.st-EKB.569.st-KU.0063794.st-WZ8040.st-LRRK2.IN.1.st-X5.FU.st-Bleomycin.st-MP470.st-clofarabine.st-THZ.2.102.1.st-TKI258.st-alvocidib.st"
"rna","solid_Midostaurin","solid","Midostaurin","Midostaurin.st-quizartinib.st-phenformin.st-GSK.1904529A.st-Lisitinib.st-Bleomycin.st-PF.562271.st-hyperforin.st-PHA.793887.st-alisertib.st-AM.580.st-AT13387.st-AZD0530.st-indisulam.st"
"rna","solid_Mitomycin.C","solid","Mitomycin.C","Mitomycin.C.st-AUY922.st-SCH.79797.st-CR.1.31B.st-AA.COCF3.st-QS11.st-austocystin.d.st-ZM.447439.st-Methotrexate.st-EKB.569.st-Bryostatin.1.st-Vorinostat.st-QL.XII.47.st-Elesclomol.st-BHG712.st-AT7867.st-OSI.027.st-belinostat.st-Rapamycin.st-foretinib.st-AS605240.st-QL.X.138.st-triazolothiadiazine.st-GSK1059615.st-THZ.2.102.1.st"
"rna","solid_MK 1775","solid","MK 1775","MK.1775.st-PHA.793887.st-SID.26681509.st-hyperforin.st-FQI.2.st-NVP.BSK805.st-alisertib.st-TG.101348.st-indisulam.st-AM.580.st-KU.0060648.st-Bleomycin.st-GSK.1904529A.st-BAY.61.3606.st-JQ12.st-Midostaurin.st-CAY10618.st-PF.562271.st"
"rna","solid_MK.2206","solid","MK.2206","MK.2206.st-KIN001.102.st-Vandetanib.st-parbendazole.st-KU.0060648.st-ISOX.st-AT.7519.st-Epothilone.B.st-AP.24534.st-GSK.1904529A.st-LAQ824.st-LBW242.st-JQ12.st-BAY.61.3606.st-AZD.7545.st-FH535.st-AUY922.st-Vinorelbine.st-MLN2238.st-Mitomycin.C.st-GSK.650394.st"
"rna","solid_ML162","solid","ML162","ML210.st-dacarbazine.st-GSK1120212.st-WP1130.st-BX.912.st-bardoxolone.methyl.st-ML162.st-cediranib.st-DMOG.st-CUDC.101.st-DBeQ.st-simvastatin.st-tipifarnib.st-Dasatinib.st-NG.25.st-ABT.737.st-X17.AAG.st-BYL.719.st-AA.COCF3.st-austocystin.d.st-GSK.650394.st-Methotrexate.st-lapatinib.st-QS11.st-SR.II.138A.st-Cetuximab.st-TAE684.st-neratinib.st-ZM.447439.st-Erlotinib.st-PD.0332991.st"
"rna","solid_ML239","solid","ML239","AZD4547.st-Bortezomib.st-RDEA119.st-NSC.207895.st-momelotinib.st-WZ4002.st-PIK.93.st-purmorphamine.st-vincristine.st-cabozantinib.st-BHG712.st-dabrafenib.st-JW.74.st-LE.135.st-Cisplatin.st-NVP.BEZ235.st-Parthenolide.st-methylstat.st-KU.0063794.st-Tipifarnib.st-Ispinesib.Mesylate.st-PI.103.st-omacetaxine.mepesuccinate.st-ciclopirox.st-thapsigargin.st"
"rna","solid_ML311","solid","ML311","GW843682X.st-SID.26681509.st-MLN4924.st-AM.580.st-X5.FU.st-PHA.793887.st-Gefitinib.st-Bleomycin.st-FK866.st-AS601245.st-BAY.61.3606.st-GMX.1778.st-BIRB.0796.st-RDEA119.st"
"rna","solid_MLN2238","solid","MLN2238","AZD8055.st-MLN2238.st-Bryostatin.1.st-LE.135.st-Lisitinib.st-Irinotecan.st-Gemcitabine.st-temsirolimus.st-BMS.754807.st-Ch.55.st-barasertib.st-indisulam.st-GW.441756.st-etoposide.st"
"rna","solid_MLN4924","solid","MLN4924","MLN4924.st-embelin.st-AM.580.st-oligomycin.a.st-SR.II.138A.st-GW843682X.st-Gefitinib.st-CR.1.31B.st-BYL.719.st-AA.COCF3.st-austocystin.d.st-leptomycin.B.st-HG.6.64.1.st-SNX.2112.st-AZD0530.st-X17.AAG.st-Erlotinib.st-Obatoclax.Mesylate.st-Ispinesib.Mesylate.st-OSU.03012.st-FK866.st-AS605240.st-NG.25.st-cucurbitacin.I.st-Bleomycin.st-AS601245.st-GSK1070916.st-ML162.st-GMX.1778.st-GSK1059615.st-BMS.345541.st-RDEA119.st-foretinib.st-NVP.BEZ235.st-BIRB.0796.st-ZSTK474.st-Pazopanib.st-PIK.93.st-GSK2636771.st-AR.42.st-CP466722.st-isoevodiamine.st-CUDC.101.st-Genentech.Cpd.10.st-dacarbazine.st-Dasatinib.st-JW.74.st-NSC23766.st-ABT.737.st"
"rna","solid_MP470","solid","MP470","MP470.st-X3.Cl.AHPC.st-AS601245.st-Bleomycin.st-triptolide.st-ouabain.st-GMX.1778.st-GSK690693.st-KPT185.st-QL.X.138.st-apicidin.st-LRRK2.IN.1.st-hyperforin.st-Compound.23.citrate.st"
"rna","solid_MPS.1.IN.1","solid","MPS.1.IN.1","VX.11e.st-Docetaxel.st-Methotrexate.st-AA.COCF3.st-PF.3758309.st-austocystin.d.st-PI.103.st-Sunitinib.st-tosedostat.st-NVP.BSK805.st-DMOG.st-AEW541.st-WP1130.st-bardoxolone.methyl.st"
"rna","solid_MS.275","solid","MS.275","MLN4924.st-SMER.3.st-NVP.ADW742.st-CR.1.31B.st-PI.103.st-canertinib.st-EKB.569.st-FK866.st-Midostaurin.st-Bleomycin.st-marinopyrrole.A.st-SB52334.st-GMX.1778.st-AS601245.st"
"rna","solid_nakiterpiosin","solid","nakiterpiosin","nakiterpiosin.st-SID.26681509.st-PHA.793887.st-AM.580.st-MK.1775.st-GW843682X.st-FQI.2.st-AZD7762.st-Bleomycin.st-BAY.61.3606.st-LFM.A13.st-JNK.9L.st-Vinorelbine.st-GSK.1904529A.st-PF.562271.st"
"rna","solid_necrostatin.1","solid","necrostatin.1","indisulam.st-PF.184.st-LY317615.st-Compound.23.citrate.st-temsirolimus.st-TG.101348.st-GW.441756.st-ABT.263.st-KU.0060648.st-GSK.1904529A.st-JQ12.st-Mitomycin.C.st-Gemcitabine.st-MLN2238.st-CAY10618.st-LFM.A13.st"
"rna","solid_neratinib","solid","neratinib","BIBW2992.st-lapatinib.st-neratinib.st-SCH.79797.st-AZD0530.st-epigallocatechin.3.monogallate.st-Erlotinib.st-austocystin.d.st-TAE684.st-spautin.1.st-Parthenolide.st-cabozantinib.st-UNC0638.st-CAY10603.st-NSC.207895.st-lovastatin.st-Pazopanib.st-THZ.2.49.st-necrosulfonamide.st-tandutinib.st"
"rna","solid_NG.25","solid","NG.25","Genentech.Cpd.10.st-GSK1070916.st-XL.184.st-CP466722.st-KIN001.102.st-NG.25.st-phloretin.st-TPCA.1.st-dacarbazine.st-BMS.345541.st-BX.912.st-ABT.737.st-AZD7762.st-marinopyrrole.A.st-OSI.027.st-ZSTK474.st-Vinorelbine.st-PD.0332991.st-X17.AAG.st-QS11.st-Cetuximab.st-BYL.719.st-AUY922.st"
"rna","solid_niclosamide","solid","niclosamide","niclosamide.st-CAY10618.st-LFM.A13.st-narciclasine.st-Vorinostat.st-KU.0063794.st-Gemcitabine.st-brefeldin.A.st-etoposide.st-PI.103.st-BHG712.st-VX.11e.st-LRRK2.IN.1.st-X17.AAG.st-SB.431542.st-CD.1530.st-LE.135.st"
"rna","solid_Nilotinib","solid","Nilotinib","austocystin.d.st-embelin.st-QS11.st-AA.COCF3.st-phenformin.st-Methotrexate.st-quizartinib.st-HG.6.64.1.st-BYL.719.st-SR.II.138A.st-AUY922.st-Gefitinib.st-NVP.231.st-TW.37.st-EKB.569.st-ibrutinib.st-Erlotinib.st-GSK690693.st-X17.AAG.st-Epothilone.B.st-GSK2126458.st-SNX.2112.st-CUDC.101.st-AR.42.st-Rapamycin.st-GSK269962A.st-ML162.st-THZ.2.102.1.st-THZ.2.49.st-rigosertib.st-CAY10603.st-belinostat.st-Compound.7d.cis.st-AS605240.st-AT.7519.st-MK.2206.st-phloretin.st-triazolothiadiazine.st-Ch.55.st-cucurbitacin.I.st-I.BET.762.st-parbendazole.st-vincristine.st-isoevodiamine.st-prima.1.st-tipifarnib.st-tandutinib.st-BX.912.st-PIK.93.st-purmorphamine.st-SNS.032.st-PD318088.st"
"rna","solid_nintedanib","solid","nintedanib","GW843682X.st-Epothilone.B.st-BMS.754807.st-MLN4924.st-NVP.231.st-AA.COCF3.st-AM.580.st-MK.2206.st-PD318088.st-cucurbitacin.I.st-GMX.1778.st-KIN001.102.st-ML162.st-AS605240.st"
"rna","solid_NPK76.II.72.1","solid","NPK76.II.72.1","KIN001.102.st-Genentech.Cpd.10.st-GSK1070916.st-CP466722.st-KIN001.244.st-TPCA.1.st-PF.184.st-BMS.345541.st-ABT.263.st-AT.7519.st-AZD7762.st-BIRB.0796.st-YM201636.st-BX.912.st-AR.42.st-temsirolimus.st-OSI.027.st-ibrutinib.st-PD.0332991.st-AA.COCF3.st-AP.24534.st-X17.AAG.st-austocystin.d.st-SR.II.138A.st-LBW242.st-CR.1.31B.st-QS11.st"
